site_name,longitude,latitude,ngr,group,order,family,subfamily,tribe,species,ref,input_by,id,habitat,zone,cat,area,lgm,collector,notes,references
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Insecta:Coleoptera,Polyphaga,Staphylinidae,Staphylininae,Staphylinini,Quedius mesomelinus,BR3:14,Graham S. Proudlove,590,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Hazelton, M",,
Dan-Yr-Ogof,-3.6873907,51.830494,SN83821600,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR3:14,Graham S. Proudlove,591,Aquatic habitat,,Troglobiont,Cave South Wales,,"Hazelton, M",,
Dan-Yr-Ogof,-3.6873907,51.830494,SN83821600,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR3:14,Graham S. Proudlove,592,Aquatic habitat,,Troglobiont,Cave South Wales,,"Hazelton, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR3:14,Graham S. Proudlove,593,Aquatic habitat,,Troglobiont,Cave South Wales,,"Hazelton, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR3:14,Graham S. Proudlove,594,Aquatic habitat,,Troglobiont,Cave South Wales,,"Hazelton, M",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR3:14,Graham S. Proudlove,595,Aquatic habitat,,Troglobiont,Cave South Wales,,"Hazelton, M",,
Ogof Ffynnon Ddu,-3.671222,51.824971,SN84921536,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR3:15,Graham S. Proudlove,597,Aquatic habitat,,Troglobiont,Cave South Wales,,"Hazelton, M",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR3:15,Graham S. Proudlove,598,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Hazelton, M",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR3:15,Graham S. Proudlove,599,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Hazelton, M",,
Porth-yr-Ogof,-3.5558713,51.800028,SN92811241,Arachnida:Araneae,,Linyphiidae,,,Porrhomma pygmaeum,BR3:15,Graham S. Proudlove,600,Terrestrial habitat,DZ,Eutroglophile,Cave South Wales,,"Hazelton, M",,
Seven Sisters Coal Mine,-3.7127516,51.764487,SN81900870,Arachnida:Araneae,,Linyphiidae,,,Ostearius melanopygius,BR3:15,Graham S. Proudlove,601,Terrestrial habitat,DZ,Trogloxene,Mine (various types),,"Hazelton, M",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR3:15,Graham S. Proudlove,602,Aquatic habitat,,Troglobiont,Cave Mendip Hills,,"Hazelton, M",,
Seven Sisters Coal Mine,-3.7127516,51.764487,SN81900870,Insecta:Diptera,,Sciaridae,,,Bradysia sp.,BR3:15,Graham S. Proudlove,603,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),,"Hazelton, M",,
Seven Sisters Coal Mine,-3.7127516,51.764487,SN81900870,Arachnida:Araneae,,Linyphiidae,,,Lessertia dentichelis,BR3:15,Graham S. Proudlove,605,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),,"Hazelton, M",,
Seven Sisters Coal Mine,-3.7127516,51.764487,SN81900870,Arachnida:Araneae,,Linyphiidae,,,Ostearius melanopygius,BR3:15,Graham S. Proudlove,606,Terrestrial habitat,DZ,Trogloxene,Mine (various types),,"Hazelton, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Coleoptera,Adephaga,Carabidae,Nebriinae,Nebriini,Nebria brevicollis,BR3:15,Graham S. Proudlove,607,Terrestrial habitat,,Trogloxene,Cave South Wales,,"Morrison, G",,
Llygad Llwchwr,-3.9337729,51.842886,SN66881780,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR3:16,Graham S. Proudlove,608,Aquatic habitat,,Troglobiont,Cave South Wales,,"Railton, M",,
Llygad Llwchwr,-3.9337729,51.842886,SN66881780,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR3:16,Graham S. Proudlove,609,Terrestrial habitat,Th,Eutroglophile,Cave South Wales,,"Railton, M",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Hydradephaga,Dytiscidae,,,Agabus paludosus,BR3:16,Graham S. Proudlove,610,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Railton, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Trichoptera,,Limnephilidae,,cased,Stenophylax permistus,BR3:16,Graham S. Proudlove,611,Terrestrial habitat,DZ,Subtroglophile,Cave South Wales,,"Railton, M",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR3:16,Graham S. Proudlove,612,Aquatic habitat,,Troglobiont,Cave South Wales,,"Railton, M",,
